OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip
"52,364",2015-002523PRJ,06/01/2015 12:00:00 AM +0000,Under Review,,300 BOWLING GREEN DR 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Sharon Art Studio,Remove existing slate roofing. Furnish and install new 30# felt underlayment and new slate roofing to match in kind of existing slate roofing. Furnish and install new copper flashings.,ETUFFY,Planning,,,94122
"10,741",2018-004015PRL,03/22/2018 12:00:00 AM +0000,Open,,"4355 GEARY BLVD, #101 94118",Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"GROUND FLOOR: T.I.  OF  3035 SQ FT OFFICE. SCOPE OF WORK TO INCLUDE THE FOLLOWING: REMOVE EXTG CEILING, NW NON BEARING PARTITIONS, NW FINISHES INCLUDING CASEWORK ADA RESTROOM UPGRADES. MECH, ELEC, & SPRINKLERS SYSTEM DEFERRED UNDER SEPARATE PERMIT.
Please note that in this case the planning approval per the Acting ZA, Corey Teague, email discussion dated October 25 2017, is not for an Office use but rather a new ""Social Service or Philanthropic Facility"" use as defined in Section 102 of the planning code.  Not an approval for new office use per the planning code.
Please note per ZA email and section 312 is not required - approved OTC.
Bike parking may be required - planning will ask for this permit to come back before final approval.
No BBNs or planning code complaints.",,Planning,,,94118
"20,354",2017-009164PRJ,07/19/2017 12:00:00 AM +0000,Open,,1145 STANYAN ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,SFFD Hose Tower Removal Fire Station,Fire Station Removal of fire station hose towers structurally insufficient to withstand a reasonably forseeable seismic event.,VBYRD,Planning,,,94117
520,2018-016621PRJ,12/11/2018 12:00:00 AM +0000,Open,,3924 JUDAH ST 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3930 Judah Street,Legacy Business Registry: Other Avenues,SPERDUE,Planning,,,94122
"1,342",2018-015605PRL,11/15/2018 12:00:00 AM +0000,Under Review,,87 06TH ST 94103,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,87 6th Street - ATT WTS Facility,ATT is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,,,94103
"61,594",2014.1442,09/17/2014 12:00:00 AM +0000,Under Review,,"475 MINNA ST, SAN FRANCISCO, CA 94103",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,475 MINNA ST,Construct a 9-story residential apartment building with 25% open space in rear yard.,CASBAGH,Planning,,,94103
"20,132",2017-009482PRJ,07/25/2017 12:00:00 AM +0000,Under Review,,2037 TURK BLVD 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2037 TURK BLVD,"Demolition of existing single-family dwelling and construction of a new 4-story, 3-unit building.",CMAY,Planning,,,94115
"1,643",2018-015365PRJ,11/08/2018 12:00:00 AM +0000,Under Review,,3214 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3214 FOLSOM ST,"The project includes a change in use of approximately 1,142 square feet from limited restaurant to restaurant (dba. Los Yaquis). The project does not include any expansion of the existing building envelope.",RSUCRE,Planning,,,94110
"15,385",2017-014833PRJ,11/17/2017 12:00:00 AM +0000,Under Review,,469 STEVENSON ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,469 STEVENSON ST,"The Proposed Project, 469 Stevenson Street, currently a surface parking lot, proposes to utilize the State Density Bonus with the creation of a mid-block residential mixed-use project comprising of approximately 454-units. The ground floor podium includes building lobby, commercial retail, loading and circulation,
along with approximately 2,900 sq ft of common open space. Atop the podium is the floor that Includes approximately 13,000 sq tt of common usable and building amenities for residents.",NFOSTER,Planning,,,94103
"61,454",2014.1468,09/23/2014 12:00:00 AM +0000,Under Review,,"178 ALBION ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,178 - 188 ALBION ST,6 Unit Condo Conversion (DPW ECP),,Planning,,,94110
129,2018-017136PRJ,12/20/2018 12:00:00 AM +0000,Accepted,,621 WALLER ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,621 WALLER ST,"Repair front stairs- replace wood + install front stair lights. Repair front metal guardrails. Remove, repair and replace sections. Repair side grading and retaining wall. Correct for water drainage and add new lighting.",SFERGUSO,Planning,,,94117
"61,335",2014.1493,09/29/2014 12:00:00 AM +0000,Under Review,,"2852 DIAMOND ST, SAN FRANCISCO, CA 94131",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,SFMTA Official Sidewalk Change Diamond & Bosworth,"Construct sidewalk bus stop bulb-outs at this intersection on the northeast and southeast sides of Bosworth Street, and on the southwest side of Diamond Street.",,Planning,,,94131
"21,770",2017-007574PRJ,06/16/2017 12:00:00 AM +0000,Under Review,,235 GREENWICH ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,235 GREENWICH ST,"REBUILD DECK IN PREVIOUS LOCATION AND RECONFIGURE STAIRS. NO EXPANSION OF BUILDING FOOTPRINT, NO WINDOW REPLACEMENT.",JVIMR,Planning,,,94133
"17,968",2017-011878PRJ,09/15/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Potrero Power Plant - 1201A Illinois Street,"The proposed project would involve construction of up to approximately 5.3 million gross square feet (gsf), and would provide 2,622 parking spaces at a ration of 0.6 space per residential unit (approx. 1,609 spaces in total) and one space per 1,500 sf of commercial office, laboratory, or PDR use (approx. 859 spaces in total) The hotel use would include one parking space for each 16 guest rooms (approx. 14 off-street parking spaces in total) and any grocery store on the Project Site would provide parking at a ratio of 3 spaces per 1,000 sq. ft. of use, approx. 140 spaces in total). Most new buildings would range in height of 65 to 180 ft, with one building at 300 ft. May include the construction of a dock providing access to the Project Site from the water for fishing and to allow people to access the experience the water from the Project Site and from recreational watercraft.",VBYRD,Planning,,,
"10,267",2018-004711PRJ,04/03/2018 12:00:00 AM +0000,Under Review,,555 MARKET ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,555 MARKET ST,"Downtown Project Authorization application to permit the renovate the plaza between the buildings, add retail structures, and reconfigure first floors.",SADINA,Planning,,,94105
"8,739",2018-006906PRJ,05/10/2018 12:00:00 AM +0000,Under Review,,601 BELVEDERE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,601 BELVEDERE ST,BECAUSE OF AGE AND EXPOSURE TO THE ELEMENTS A COMPLETE REPLACEMENT WORK OF THE EXTERIOR WOODEN STAIRCASE AND LANDING WILL BE UNDER TAKEN,DWEISSGL,Planning,,,94117
"77,165",2012.0709,06/01/2012 12:00:00 AM +0000,On Hold,,"81 BRADFORD ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,81 BRADFORD STREET,lot line adjustment; alteration of existing garage,RSUCRE,Planning,,,94110
"26,693",2017-001961PRJ,02/21/2017 12:00:00 AM +0000,Under Review,,350 OCEAN AVE 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,350 OCEAN AVE,Conditional Use Authorization to permit demolition of an existing retail space and construction of a new 24 unit residential over retail mixed-use building with basement parking.,,Planning,,,94112
"2,673",2018-013999PIC,10/15/2018 12:00:00 AM +0000,Consultation,,1815 22ND AVE 94122,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1815 22ND AVENUE,Legalize unit at ground floor (1 bd) per ordinance 43-14,DGANETSO,Planning,,,94122
"55,362",2015-003299PRJ,03/17/2015 12:00:00 AM +0000,Under Review,,901 MARKET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,901 MARKET ST,"PROVIDE 2 ROLL-UP GRILLES AT FRONT ENTRIES. PROVIDE ENCLOSURES FOR GRILLE CAN AND TRACKS. INSTALL (1)  INTERNALLY ILLUMINATED WALL SIGN OVER ENTRY (13'6"" X 36"") AND (2) NON-ILLUMINATED BANNERS SIGNS (29' X 3') ON EXISTING SUPPORTS.",MLAVALLE,Planning,,,94103
"63,517",2014.0936,06/17/2014 12:00:00 AM +0000,Under Review,,"590 LELAND AV, SAN FRANCISCO, CA 94134",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,590 LELAND AVE.,"Demolition of church; subdivision into five lots; and construction of five single-family homes (579, 583, & 589 Raymond Ave. and 586 & 590 Leland Ave.).",EJARDINE,Planning,,,94134
"8,400",2018-007244PRJ,05/17/2018 12:00:00 AM +0000,Under Review,,3347 21ST ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3347 21ST ST,"COMPLY WITH NOV 201847613, CHANGE OF FRONT GATE FROM STRAIGHT TO GABLE. LEGALIZE WORK DONE ALREADY.",NKWIATKO,Planning,,,94110
"44,198",2015-016168PRJ,12/08/2015 12:00:00 AM +0000,Open,,2584 CALIFORNIA ST 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2584-2586 Caifornia Street,Remove aluminum siding & replace with redwood. Replace roof.,,Planning,,,94115
"66,351",2014.0194,02/06/2014 12:00:00 AM +0000,Under Review,,"290 DIVISION ST, SAN FRANCISCO, CA 94103",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,290 DIVISION ST,Conditional Use Authorization request to expand a legal non-conforming office space not to exceed the 25% permitted.,,Planning,,,94103
"7,336",2018-008511ZAD,06/15/2018 12:00:00 AM +0000,Under Review,,2057 MARKET ST 94114,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,2057 Market Street - ZAD Request,Request for Letter of Determination - re Medical Cannabis Retail use of the property,VFLORES,Planning,,,94114
"31,268",2016-013636PRJ,10/20/2016 12:00:00 AM +0000,Under Review,,300 MONTGOMERY ST 94104,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,300 MONTGOMERY ST,"TO ERECT NON-ELECTRIC, PROJECTING, DOUBLE FACED SIGN. ATTACH 2 FABRIC SIGNs TO PROJECTING ATTACHEMENTS - DOUBLE FACED ** MAHER: N/A **",MLANGLIE,Planning,,,94104
"1,575",2018-015417PRJ,11/09/2018 12:00:00 AM +0000,Accepted,,330 CAROLINA ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,330 CAROLINA ST,"ERECT A ONE STORY WASTE WATER TREATMENT PLANT BLDG. TYPE 1A, NO BASEMENT",RSUCRE,Planning,,,94107
"1,257",2018-015774PRJ,11/19/2018 12:00:00 AM +0000,Accepted,,581 WALLER ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,581 WALLER ST,Certificate of Appropriateness request to comply with NOV for demolition exceeding the approved scope of work.,SFERGUSO,Planning,,,94117
"11,680",2018-002983PRJ,02/28/2018 12:00:00 AM +0000,Under Review,,144 PARNASSUS AVE 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,144 PARNASSUS AVE,DEMOLISH (E) GROUND FLOOR GARAGES & REPLACE W/ (2) (N) ACCESSORY DWELLING UNITS. ADD UNIT PER ORDINANCE #162-16,DWEISSGL,Planning,,,94117
"6,885",2018-009178PRJ,06/27/2018 12:00:00 AM +0000,Under Review,,2909 WEBSTER ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2909 WEBSTER ST,Project proposes a Formula Retail use to permit a retail establishment d.b.a. Core Power Yoga.  Project also proposes an extension of opening hours to allow a 5:30 a.m. opening time.,MDITO,Planning,,,94123
"26,037",2017-002913PRL,03/09/2017 12:00:00 AM +0000,Open,,747 BAKER ST 94115,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,747 BAKER ST,"repair and replace 280 sf of framing and siding, and window in same opening, replace wood siding to match.",DWINSLOW,Planning,,,94115
"60,014",2014-001136PRJ,11/06/2014 12:00:00 AM +0000,Under Review,,334 MASON ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,DIESEL GENERATOR ON ROOF FOR AN Existing  VERIZON WIRELESS macro wireless telecommunication services facility.,INSTALL ONE SMALL KUBOTA 21.5 GALLON DIESEL GENERATOR ON ROOF FOR AN Existing  VERIZON WIRELESS macro wireless telecommunication services facility. N/A FOR MAHER ORDINANCE.,,Planning,,,94102
"4,077",2018-012411PRJ,09/11/2018 12:00:00 AM +0000,Accepted,,3325 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3325 FOLSOM ST,Variance required from the front yard setback requirement to permit construction of a new 6' tall fence proposed at front property line of a two-family dwelling.,,Planning,,,94110
"9,603",2018-005910PRJ,04/19/2018 12:00:00 AM +0000,Under Review,,143 HEARST AVE 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,143 HEARST AVE,CONSTRUCTION OF A NEW DECK AND STAIRS IN THE REQUIRED REAR YARD,MPUTRA,Planning,,,94131
"3,974",2018-013597PRJ,09/12/2018 12:00:00 AM +0000,Open,,733 KEARNY ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,RPD: 733 KEARNY STREET - PORTSMOUTH SQUARE,"RPD: The project scope includes the improvement of almost all existing park features including plazas, children's play areas, clubhouse, landscaping, and associated waterproofing, structural upgrades, and site work. The existing parking garage and new restroom building are not included in the scope of work and have been incorporated into the proposed design.",VBYRD,Planning,,,94108
"14,088",2017-016378PRJ,12/22/2017 12:00:00 AM +0000,Under Review,,1484 47TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1484 47TH AVE,"BUILD NEW DRIVEWAY ON THE SIDE OF THE BUILDING. BUILD RETAINING WALL, NEW CURB CUT, DRIVEWAY PAVEMENT, REMOVE EXISTING CHIMNEY, FLOOR AND ROOF FRAMING FOR NEW CHIMNEY.",GPANTOJA,Planning,,,94122
"13,047",2017-001075PRJ,01/24/2018 12:00:00 AM +0000,Under Review,,0 UNKNOWN 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2455 Sacramento Street,"New 4 story commercial construction at a vacant parcel with retail. Partial basement storage; ground floor retail/restaurant; second floor office; third and fourth floor; associated structural mechanical electrical, plumbing. Project changed from: New 40' high, 4-story, 8-unit residential building w/ basement parking. (no new PPA required)",CMAY,Planning,,,
"33,890",2016-010796PRJ,08/16/2016 12:00:00 AM +0000,Under Review,,"1448 PINE ST, #202 94109",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1448 PINE ST,"201608013898: 	CONVERT (E) OFFICE CONDO #203 INTO A NEW RESIDENTIAL DWELING UNIT CONDO. CHANGE OF USE
201608013897:  CONVERT (E) OFFICE CONDO #202 INTO A NEW RESIDENTIAL DWELLING UNIT CONDO. CHANGE OF USE
201608013894:  	CONVERT (E) OFFICE/RETAIL CONDO #101 INTO FOUR RESIDENTIAL UNITS AND RETAIN (E) RETAIL (CHANGE OF USE)
201608013891:  CONVERT (E) OFFICE CONDO #201 INTO A NEW RESIDENT DWELLING UNIT CONDO (CHANGE OF USE)",APERRY,Planning,,,94109
"31,138",2016-013742PRJ,10/24/2016 12:00:00 AM +0000,Open,,4378 CESAR CHAVEZ ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4378 Cesar Chavez Street,,,Planning,,,94131
"33,226",2016-011410PRJ,09/02/2016 12:00:00 AM +0000,Under Review,,68 GLADYS ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,68 GLADYS ST,EXPAND PORTION OF REAR BEDROOM INTO (E) DECK FOR NEW STUDY AT 3RD FLOOR,JSPEIRS,Planning,,,94110
"3,206",2018-013392PRJ,10/01/2018 12:00:00 AM +0000,Accepted,,37 ALMA ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,37 ALMA ST,"CONSTRUCT (N) 5'0"" X 9'0"" WOODEN DECK AT THE 2ND FLOOR UNIT. WORK AT REAR OF BUILDING ONLY, NO WORK AT BUILDING FRONT",EGORDON,Planning,,,94117
"24,456",2017-004688PRJ,04/17/2017 12:00:00 AM +0000,Under Review,,807 38TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,807 38TH AVE,LEGALIZE (E) IN-LAW UNIT,SJIMENEZ,Planning,,,94121
"79,464",10154ZAD,01/17/2012 12:00:00 AM +0000,On Hold,,117 WISCONSIN ST 94107,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,10 Arkansas Street (aka 117 Wisconsin St) - EN Legitimization Request,Eastern Neighborhoods Letter of Legitimization,CTEAGUE,Planning,,,94107
"38,025",2016-005870PRJ,05/05/2016 12:00:00 AM +0000,Under Review,,461 ASHBURY ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,461 ASHBURY ST,REMOVAL OF PARTITION TO CHANGE 3 UNIT TO 2 UNIT. COMPLY WITH NOTICE OF VIOLATION #201695501,LAJELLO,Planning,,,94117
"62,555",2014.1167,07/30/2014 12:00:00 AM +0000,Under Review,,"900 HYDE ST, SAN FRANCISCO, CA 94109",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,900 HYDE ST,Text Change,,Planning,,,94109
"17,305",2017-012789PRJ,09/29/2017 12:00:00 AM +0000,Open,,816 FOLSOM ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,816 FOLSOM ST,"Pursuant to the zoning and height designations contemplated by the Central SoMa Plan, the Project Sponsor proposes to demolish the existing commercial building at the Property and construct a 180-foot tall, 18-story over basement hotel (the ""Project""). The project would include 218 guest rooms, a basement level gym facility, 7 class 1 bike parking spaces and 7 Class 2 bike parking spaces. The Project Sponsor proposes to pay the in lieu fee for any POPOS space not provided on site, as ground floor, open air POPOS-as required by the Central SoMa Plan-is not compatible with the proposal.",VBYRD,Planning,,,94103
"16,259",2016-014802PRJ,10/26/2017 12:00:00 AM +0000,Open,,98 FRANKLIN ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,98 FRANKLIN ST,"Demolish existing surface parking lot and construct a 26-story residential tower above a 5-story podium. The podium (Floors 1 to 5) will be occupied by new secondary school facilities for the International High School of the French American International School. Floors 6 to 31 will contain approximately 286 rental dwelling units in a mix of studio, 1-bedroom, 2-bedroom and 3-bedroom units. Off street parking, service vehicle loading and residential bicycle parking would be provided in two below-grade garage levels.",VBYRD,Planning,,,94102
"1,266",2018-015790PRJ,11/19/2018 12:00:00 AM +0000,Submitted,,342 22ND AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,342 22ND AVE,To permit the demolition of of an existing two-unit building and new construction of a four unit building.,LCALMESE,Planning,,,94121
"31,073",2016-013854ZAD,10/25/2016 12:00:00 AM +0000,Under Review,,4543 18TH ST 94114,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,4543 - 18th Street - ZAD Request,Request for Letter of Determination,JHORN,Planning,,,94114
"66,720",2014.0086,01/14/2014 12:00:00 AM +0000,Under Review,06/08/2017 12:00:00 AM +0000,"2855 FILBERT ST, SAN FRANCISCO, CA 94123",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2855 FILBERT ST,"Demo of a 3,602 sf single-family dwelling unit and construction of a new 4,830 sf single-family dwelling.",LCOOK,Planning,,,94123
"58,846",2014-002498TDT,12/08/2014 12:00:00 AM +0000,Under Review,,1007 MARKET ST 94103,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,1007 Market Street,Certificate of Transfer ofr Transferable Development Rights (from a transfer lot),CGROB,Planning,,,94103
597,2018-016571PRJ,12/10/2018 12:00:00 AM +0000,Accepted,,319 BAY SHORE BLVD 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,319 BAY SHORE BLVD,Demolition of an existing fueling canopy and food mart and construction of a new convenience store and fueling canopy.,,Planning,,,94124
"21,264",2017-008345PRJ,06/29/2017 12:00:00 AM +0000,Open,,39 ELLSWORTH ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,39 Ellsworth Street,Replace windows on front and side faces of building Replace existing plywood and batten siding with new plaster and horizontal siding on the front and side faces of the building.,VBYRD,Planning,,,94110
"32,525",2016-012099PRJ,09/20/2016 12:00:00 AM +0000,Under Review,,2851 STEINER ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2851 STEINER ST,To permit a variance from the rear yard set back requirement to allow the construction of a new deck within the required rear yard.,LAJELLO,Planning,,,94123
"13,706",2018-001014PRJ,01/17/2018 12:00:00 AM +0000,Under Review,,1019 ASHBURY ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1019 ASHBURY ST,"CONVERSION OF EXISTING STORAGE SPACE TO AN APARTMENT DWELLING UNIT & COMMON BUILDING STORAGE UNITS PER ORDINANCE 162-16, NEW PAIR OF DOUBLE HUNG CASEMENT (SIMULATED DOUBLE HUNG) ALUMINUM CLAD OR EQUIVALENT WOOD WINDOWS AT REAR OF NEW UNIT, FACING DOWNY ST.",MCHANDLE,Planning,,,94117
"10,736",2018-004022PRJ,03/22/2018 12:00:00 AM +0000,Under Review,,527 HOWARD ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,527 HOWARD ST,CHANGE OF USE.AT(E)GRD FLOOR COMMERCIAL TENANT SPACE.CHANGE OF USE FR MEDICAL CANNABIS DISPENSARY TO CANNABIS RETAI. NO CHG OF OCCUPANCY GRP. NO PROPOSED DEMO OR (N)CONSTR. DRAWINGS SHOW WORK PREVIOUSLY APPROV UNDER 2017-09-20-9121 & 2017-10-11-0942,NFOSTER,Planning,,,94105
"63,096",2014.103,07/07/2014 12:00:00 AM +0000,Under Review,,"3350 24TH ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3350 - 3360 24TH ST,Lot Line Adjustment,,Planning,,,94110
"9,347",2018-006172PRJ,04/25/2018 12:00:00 AM +0000,Under Review,,709 LYON ST 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,709 LYON ST,"To construct a new four story over basement, five unit residential building.",SJIMENEZ,Planning,,,94115
"42,880",2015-018560PRJ,12/31/2015 12:00:00 AM +0000,Under Review,,247 MONTANA ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,247 MONTANA ST,LEGALIZE SECOND UNIT AS PER SF ORDINANCE,GPANTOJA,Planning,,,94112
"70,112",2013.0975,07/18/2013 12:00:00 AM +0000,Under Review,,"890 TENNESSEE ST, SAN FRANCISCO, CA 94107",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,888 TENNESSEE ST,"The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail buildings containing 110 dwelling units, 5,472 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The project would construct a 30,000 sf below grade parking garage with 88 off-street parking spaces.",RSUCRE,Planning,,,94107
497,2018-016634TDT,12/11/2018 12:00:00 AM +0000,Under Review,,301 VAN NESS AVE 94102,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,301 VAN NESS AVE,Certificate of Transfer for Transferable Development Rights from a Transfer Lot.,APERRY,Planning,,,94102
"5,093",2018-011173PRJ,08/14/2018 12:00:00 AM +0000,Under Review,,44 COOK ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,44 COOK STREET,"The proposed project is to construct a new 2 unit, 4 story building. The building would be approximately 6,764 gross square feet (gsf), and provide 7 bedrooms. Three vehicle & bicycle parking spaces would be provided.",AKIRBY,Planning,,,94118
"3,435",2018-013079PRJ,09/25/2018 12:00:00 AM +0000,Under Review,,2 FOERSTER ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2 FOERSTER ST,COMPLY W/ N.O.V 201882162. REMOVE UN-PERMITED WALL AND LADDER IN GARAGE. LEGALIZE UN-PERMITTED LOFT STORAGE AREA IN GARAGE,GPANTOJA,Planning,,,94112
"3,876",2018-012610PIC,09/13/2018 12:00:00 AM +0000,Consultation,,447 EDINBURGH ST 94112,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,447 Edinburgh Street- Legalization,"UDU Screening- UDU determined to exist, may have been removed.",MCHANDLE,Planning,,,94112
"61,207",2014.1531,10/07/2014 12:00:00 AM +0000,Under Review,,"144 CLEMENT ST, SAN FRANCISCO, CA 94118",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,144 CLEMENT ST,Formula Retail CU required to legalized Ace Hardware (relocated from another location).,LAJELLO,Planning,,,94118
"17,622",2017-013059PRJ,09/22/2017 12:00:00 AM +0000,Open,,3850 17TH ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,SFDPW: Castro Mission Health Center Renovation - 3850 17th Street,SFDPW: Renovate the building which houses the Castro-Mission Health Center at 3850 17th Street in the Castro neighborhood. Seismically upgrading the building by adding six new concrete shear walls the exterior of the building. Care will be taken to blend the appearance of the new walls to the existing appearance of the building.,VBYRD,Planning,,,94114
"2,864",2018-013721PRJ,10/10/2018 12:00:00 AM +0000,Under Review,,2345 FILBERT ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2345 FILBERT ST,TO COMPLY WITH NOV 201876641 - LEGALIZE EXISTING ROOF DECK AND ADD ROOF WALKWAY TO PROVIDE SECOND MEANS OF EGRESS,MPUTRA,Planning,,,94123
"1,940",2018-014941PRL,11/01/2018 12:00:00 AM +0000,Under Review,,650 04TH ST 94107,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,650 4th Street - ATT Mobility PROW WTS Facility Installation,ATT Mobility is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,,,94107
"1,464",2018-015463PRL,11/13/2018 12:00:00 AM +0000,Under Review,,200 CALIFORNIA ST 94111,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,200 California St - ATT PROW WTS Facility Installation,ATT is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,,,94111
"63,055",2014.1047,07/08/2014 12:00:00 AM +0000,Under Review,,"901 CLEMENT ST, SAN FRANCISCO, CA 94118",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,901 CLEMENT ST,Conditional Use to allow the establishment of a Formula Retail financial service (d.b.a Cathay Bank) within the Inner Clement NCD (Neighborhood Commercial District) and 40-X Height and Bulk District.  The space was last occupied by Gateway Bank. No exterior changes other than signage.,,Planning,,,94118
