OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip,address,record_name
"53,619",2015-005469PRJ,04/30/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Replace one existing rooftop mounted panel antenna for a Sirius XM Macro Wireless Telecommunication Services Facility. Also add one VSAT satellite dish to rooftop. Replace one equipment cabinet inside penthouse room. Add 1 GPS antenna to cable tray. Paint all equipment to match adjacent surfaces.,,Planning,,,,6 LOCKSLEY AVE 94131,Modification to an existing Sirius XM Macro Wireless Telecommunication Services Facility
"9,915",2018-005564PRJ,04/11/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"CONVERTING A MEDICAL CANNABIS DISPENSARY TO AN ADULT CANNABIS RETAIL LOCATION. REF PA #2010-0527-3337.SEE NOPDR.",DWASHING,Planning,,,,5258 MISSION ST 94112,5258 MISSION ST
"2,673",2018-013999PIC,10/15/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,Legalize unit at ground floor (1 bd) per ordinance 43-14,DGANETSO,Planning,,,,1815 22ND AVE 94122,1815 22ND AVENUE
"39,293",2016-004284PRJ,04/01/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY WITH NOV 201553006 TO LEGALIZE NEW COVERED STRUCTURE/CAR PORT. 27 FT WIDE X 12 FT TALL GARAGE DOOR WITH 3'SLIDE DOOR METAL BUILDING WITH SLOPING ROOF. N/A ORDINANCE #155-13,ESAMONSK,Planning,,,,68 SHOTWELL ST 94103,68 SHOTWELL ST
"55,362",2015-003299PRJ,03/17/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"PROVIDE 2 ROLL-UP GRILLES AT FRONT ENTRIES. PROVIDE ENCLOSURES FOR GRILLE CAN AND TRACKS. INSTALL (1)  INTERNALLY ILLUMINATED WALL SIGN OVER ENTRY (13'6"" X 36"") AND (2) NON-ILLUMINATED BANNERS SIGNS (29' X 3') ON EXISTING SUPPORTS.",MLAVALLE,Planning,,,,901 MARKET ST 94103,901 MARKET ST
"63,517",2014.0936,06/17/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolition of church; subdivision into five lots; and construction of five single-family homes (579, 583, & 589 Raymond Ave. and 586 & 590 Leland Ave.).",EJARDINE,Planning,,,,"590 LELAND AV, SAN FRANCISCO, CA 94134",590 LELAND AVE.
"8,400",2018-007244PRJ,05/17/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"COMPLY WITH NOV 201847613, CHANGE OF FRONT GATE FROM STRAIGHT TO GABLE. LEGALIZE WORK DONE ALREADY.",NKWIATKO,Planning,,,,3347 21ST ST 94110,3347 21ST ST
"44,198",2015-016168PRJ,12/08/2015 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Remove aluminum siding & replace with redwood. Replace roof.,,Planning,,,,2584 CALIFORNIA ST 94115,2584-2586 Caifornia Street
"9,417",2018-006129PRJ,04/24/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Dwelling Unit Legalization,MCHANDLE,Planning,,,,100 HAMILTON ST 94134,100 HAMILTON ST
"66,351",2014.0194,02/06/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Conditional Use Authorization request to expand a legal non-conforming office space not to exceed the 25% permitted.,,Planning,,,,"290 DIVISION ST, SAN FRANCISCO, CA 94103",290 DIVISION ST
"7,336",2018-008511ZAD,06/15/2018 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination - re Medical Cannabis Retail use of the property,VFLORES,Planning,,,,2057 MARKET ST 94114,2057 Market Street - ZAD Request
"31,268",2016-013636PRJ,10/20/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"TO ERECT NON-ELECTRIC, PROJECTING, DOUBLE FACED SIGN. ATTACH 2 FABRIC SIGNs TO PROJECTING ATTACHEMENTS - DOUBLE FACED ** MAHER: N/A **",MLANGLIE,Planning,,,,300 MONTGOMERY ST 94104,300 MONTGOMERY ST
"1,575",2018-015417PRJ,11/09/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"ERECT A ONE STORY WASTE WATER TREATMENT PLANT BLDG. TYPE 1A, NO BASEMENT",RSUCRE,Planning,,,,330 CAROLINA ST 94107,330 CAROLINA ST
"1,257",2018-015774PRJ,11/19/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Certificate of Appropriateness request to comply with NOV for demolition exceeding the approved scope of work.,SFERGUSO,Planning,,,,581 WALLER ST 94117,581 WALLER ST
"11,680",2018-002983PRJ,02/28/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,DEMOLISH (E) GROUND FLOOR GARAGES & REPLACE W/ (2) (N) ACCESSORY DWELLING UNITS. ADD UNIT PER ORDINANCE #162-16,DWEISSGL,Planning,,,,144 PARNASSUS AVE 94117,144 PARNASSUS AVE
"6,885",2018-009178PRJ,06/27/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Project proposes a Formula Retail use to permit a retail establishment d.b.a. Core Power Yoga.  Project also proposes an extension of opening hours to allow a 5:30 a.m. opening time.,MDITO,Planning,,,,2909 WEBSTER ST 94123,2909 WEBSTER ST
"26,037",2017-002913PRL,03/09/2017 12:00:00 AM +0000,Open,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,"repair and replace 280 sf of framing and siding, and window in same opening, replace wood siding to match.",DWINSLOW,Planning,,,,747 BAKER ST 94115,747 BAKER ST
"60,014",2014-001136PRJ,11/06/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,INSTALL ONE SMALL KUBOTA 21.5 GALLON DIESEL GENERATOR ON ROOF FOR AN Existing  VERIZON WIRELESS macro wireless telecommunication services facility. N/A FOR MAHER ORDINANCE.,,Planning,,,,334 MASON ST 94102,DIESEL GENERATOR ON ROOF FOR AN Existing  VERIZON WIRELESS macro wireless telecommunication services facility.
"4,077",2018-012411PRJ,09/11/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Variance required from the front yard setback requirement to permit construction of a new 6' tall fence proposed at front property line of a two-family dwelling.,,Planning,,,,3325 FOLSOM ST 94110,3325 FOLSOM ST
"9,603",2018-005910PRJ,04/19/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CONSTRUCTION OF A NEW DECK AND STAIRS IN THE REQUIRED REAR YARD,MPUTRA,Planning,,,,143 HEARST AVE 94131,143 HEARST AVE
"14,164",2017-016278PRJ,12/20/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"PER ADU ORDINANCE NO. 162-16, ALTERATIONS FOR DWELLING UNIT LEGALIZATION (415-C) W/ ACCESSORY DWELLING UNIT PROCESS. FIRE SPRINKLERS THROUGHOUT 1ST FLOOR UNDER SEPARATE PERMIT.",MBOUDREA,Planning,,,,415 TEHAMA ST 94103,415 TEHAMA ST
"9,672",2018-005821PRJ,04/18/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,LEGALIZE (E) BASEMENT UNIT PER ORD 43-14. 950 SQ FT.,DWEISSGL,Planning,,,,3426 FULTON ST 94118,3426 FULTON ST
113,2018-017043PRJ,12/20/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Legalization,MBOUDREA,Planning,,,,2371 PACIFIC AVE 94115,2373 PACIFIC AVENUE
"3,974",2018-013597PRJ,09/12/2018 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"RPD: The project scope includes the improvement of almost all existing park features including plazas, children's play areas, clubhouse, landscaping, and associated waterproofing, structural upgrades, and site work. The existing parking garage and new restroom building are not included in the scope of work and have been incorporated into the proposed design.",VBYRD,Planning,,,,733 KEARNY ST 94108,RPD: 733 KEARNY STREET - PORTSMOUTH SQUARE
"14,088",2017-016378PRJ,12/22/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"BUILD NEW DRIVEWAY ON THE SIDE OF THE BUILDING. BUILD RETAINING WALL, NEW CURB CUT, DRIVEWAY PAVEMENT, REMOVE EXISTING CHIMNEY, FLOOR AND ROOF FRAMING FOR NEW CHIMNEY.",GPANTOJA,Planning,,,,1484 47TH AVE 94122,1484 47TH AVE
"13,047",2017-001075PRJ,01/24/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"New 4 story commercial construction at a vacant parcel with retail. Partial basement storage; ground floor retail/restaurant; second floor office; third and fourth floor; associated structural mechanical electrical, plumbing. Project changed from: New 40' high, 4-story, 8-unit residential building w/ basement parking. (no new PPA required)",CMAY,Planning,,,,0 UNKNOWN 94115,2455 Sacramento Street
"33,890",2016-010796PRJ,08/16/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"201608013898: 	CONVERT (E) OFFICE CONDO #203 INTO A NEW RESIDENTIAL DWELING UNIT CONDO. CHANGE OF USE201608013897:  CONVERT (E) OFFICE CONDO #202 INTO A NEW RESIDENTIAL DWELLING UNIT CONDO. CHANGE OF USE201608013894:  	CONVERT (E) OFFICE/RETAIL CONDO #101 INTO FOUR RESIDENTIAL UNITS AND RETAIN (E) RETAIL (CHANGE OF USE)201608013891:  CONVERT (E) OFFICE CONDO #201 INTO A NEW RESIDENT DWELLING UNIT CONDO (CHANGE OF USE)",APERRY,Planning,,,,"1448 PINE ST, #202 94109",1448 PINE ST
"1,532",2018-015405PIC,11/09/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU preliminary plan review,NKWIATKO,Planning,,,,213 DORADO TER 94112,213-215 Dorado
"31,138",2016-013742PRJ,10/24/2016 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,,,Planning,,,,4378 CESAR CHAVEZ ST 94131,4378 Cesar Chavez Street
"33,226",2016-011410PRJ,09/02/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,EXPAND PORTION OF REAR BEDROOM INTO (E) DECK FOR NEW STUDY AT 3RD FLOOR,JSPEIRS,Planning,,,,68 GLADYS ST 94110,68 GLADYS ST
636,2018-016519PIC,12/07/2018 12:00:00 AM +0000,Open,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU + Legalization (NOTE FOR BPA's PLEASE CREATE 2 PRJs),DGANETSO,Planning,,,,159 PANAMA ST 94132,159 Panama Street
"3,206",2018-013392PRJ,10/01/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"CONSTRUCT (N) 5'0"" X 9'0"" WOODEN DECK AT THE 2ND FLOOR UNIT. WORK AT REAR OF BUILDING ONLY, NO WORK AT BUILDING FRONT",EGORDON,Planning,,,,37 ALMA ST 94117,37 ALMA ST
"24,456",2017-004688PRJ,04/17/2017 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,LEGALIZE (E) IN-LAW UNIT,SJIMENEZ,Planning,,,,807 38TH AVE 94121,807 38TH AVE
"79,464",10154ZAD,01/17/2012 12:00:00 AM +0000,On Hold,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Eastern Neighborhoods Letter of Legitimization,CTEAGUE,Planning,,,,117 WISCONSIN ST 94107,10 Arkansas Street (aka 117 Wisconsin St) - EN Legitimization Request
"34,009",2016-010486PRJ,08/12/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"LEGALIZATION OF (E) INLAW UNIT ON 3RD FLOOR PER S.F ORDINANCES 43-14. COMPLY NOV#201415981 UPGRADE ELECTRICAL SERVICE PANEL TO 200 AMPS, AND PLUMBING WORKS.",SADINA,Planning,,,,1550 DIAMOND ST 94131,1550 DIAMOND ST
"31,188",2016-013739PRJ,10/21/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,REPLACE (E) FRONT STAIR; RELOCATE (E) SIDE STAIR; REPLACE (E) SIDE GATE; REPLACE (E) BASEMENT DOOR; ENCLOSE (E) LANDING FOR 2ND FLOOR POWDER ROOM 45 SQ FT.,NKWIATKO,Planning,,,,933 VALENCIA ST 94110,933 VALENCIA ST
"38,025",2016-005870PRJ,05/05/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,REMOVAL OF PARTITION TO CHANGE 3 UNIT TO 2 UNIT. COMPLY WITH NOTICE OF VIOLATION #201695501,LAJELLO,Planning,,,,461 ASHBURY ST 94117,461 ASHBURY ST
"62,555",2014.1167,07/30/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Text Change,,Planning,,,,"900 HYDE ST, SAN FRANCISCO, CA 94109",900 HYDE ST
"4,131",2018-012310PIC,09/10/2018 12:00:00 AM +0000,Open,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,add one ADU to 18 DU building - c4,MBOUDREA,Planning,,,,1895 JEFFERSON ST 94123,1895 Jefferson ADU
"17,305",2017-012789PRJ,09/29/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Pursuant to the zoning and height designations contemplated by the Central SoMa Plan, the Project Sponsor proposes to demolish the existing commercial building at the Property and construct a 180-foot tall, 18-story over basement hotel (the ""Project""). The project would include 218 guest rooms, a basement level gym facility, 7 class 1 bike parking spaces and 7 Class 2 bike parking spaces. The Project Sponsor proposes to pay the in lieu fee for any POPOS space not provided on site, as ground floor, open air POPOS-as required by the Central SoMa Plan-is not compatible with the proposal.",VBYRD,Planning,,,,816 FOLSOM ST 94103,816 FOLSOM ST
"16,259",2016-014802PRJ,10/26/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demolish existing surface parking lot and construct a 26-story residential tower above a 5-story podium. The podium (Floors 1 to 5) will be occupied by new secondary school facilities for the International High School of the French American International School. Floors 6 to 31 will contain approximately 286 rental dwelling units in a mix of studio, 1-bedroom, 2-bedroom and 3-bedroom units. Off street parking, service vehicle loading and residential bicycle parking would be provided in two below-grade garage levels.",VBYRD,Planning,,,,98 FRANKLIN ST 94102,98 FRANKLIN ST
"1,266",2018-015790PRJ,11/19/2018 12:00:00 AM +0000,Submitted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,To permit the demolition of of an existing two-unit building and new construction of a four unit building.,LCALMESE,Planning,,,,342 22ND AVE 94121,342 22ND AVE
"31,073",2016-013854ZAD,10/25/2016 12:00:00 AM +0000,Under Review,,,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,,Request for Letter of Determination,JHORN,Planning,,,,4543 18TH ST 94114,4543 - 18th Street - ZAD Request
"66,720",2014.0086,01/14/2014 12:00:00 AM +0000,Under Review,06/08/2017 12:00:00 AM +0000,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Demo of a 3,602 sf single-family dwelling unit and construction of a new 4,830 sf single-family dwelling.",LCOOK,Planning,,,,"2855 FILBERT ST, SAN FRANCISCO, CA 94123",2855 FILBERT ST
"58,846",2014-002498TDT,12/08/2014 12:00:00 AM +0000,Under Review,,,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,,Certificate of Transfer ofr Transferable Development Rights (from a transfer lot),CGROB,Planning,,,,1007 MARKET ST 94103,1007 Market Street
597,2018-016571PRJ,12/10/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Demolition of an existing fueling canopy and food mart and construction of a new convenience store and fueling canopy.,,Planning,,,,319 BAY SHORE BLVD 94124,319 BAY SHORE BLVD
"21,264",2017-008345PRJ,06/29/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Replace windows on front and side faces of building Replace existing plywood and batten siding with new plaster and horizontal siding on the front and side faces of the building.,VBYRD,Planning,,,,39 ELLSWORTH ST 94110,39 Ellsworth Street
"32,525",2016-012099PRJ,09/20/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,To permit a variance from the rear yard set back requirement to allow the construction of a new deck within the required rear yard.,LAJELLO,Planning,,,,2851 STEINER ST 94123,2851 STEINER ST
"12,787",2018-002524PRJ,01/30/2018 12:00:00 AM +0000,Submitted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,New 2 unit residential building including garage at basement (street level). Roof deck above upper unit.,,Planning,,,,22 FOUNTAIN ST 94114,22 FOUNTAIN STREET
"2,146",2018-014698PIC,10/26/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,ADU c4,DGANETSO,Planning,,,,1338 STEVENSON ST 94103,1338 STEVENSON STREET
"13,706",2018-001014PRJ,01/17/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"CONVERSION OF EXISTING STORAGE SPACE TO AN APARTMENT DWELLING UNIT & COMMON BUILDING STORAGE UNITS PER ORDINANCE 162-16, NEW PAIR OF DOUBLE HUNG CASEMENT (SIMULATED DOUBLE HUNG) ALUMINUM CLAD OR EQUIVALENT WOOD WINDOWS AT REAR OF NEW UNIT, FACING DOWNY ST.",MCHANDLE,Planning,,,,1019 ASHBURY ST 94117,1019 ASHBURY ST
"10,736",2018-004022PRJ,03/22/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,CHANGE OF USE.AT(E)GRD FLOOR COMMERCIAL TENANT SPACE.CHANGE OF USE FR MEDICAL CANNABIS DISPENSARY TO CANNABIS RETAI. NO CHG OF OCCUPANCY GRP. NO PROPOSED DEMO OR (N)CONSTR. DRAWINGS SHOW WORK PREVIOUSLY APPROV UNDER 2017-09-20-9121 & 2017-10-11-0942,NFOSTER,Planning,,,,527 HOWARD ST 94105,527 HOWARD ST
"63,096",2014.103,07/07/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Lot Line Adjustment,,Planning,,,,"3350 24TH ST, SAN FRANCISCO, CA 94110",3350 - 3360 24TH ST
"2,457",2018-014282PRL,10/18/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,Sprint is requesting approval for modification of antenna layout design change,AWOODS,Planning,,,,246 JUDAH ST 94122,246 Judah Street - Sprint WTS Facility
"47,227",2015-012877PRJ,09/25/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"1ST & LOWER LEVELS: CONSTRUCT (N) INTERIOR WALLS, FLOORS, WINDOWS & DOORS. MAHER NA",ETUFFY,Planning,,,,735 MONTGOMERY ST 94111,735 MONTGOMERY ST
"9,347",2018-006172PRJ,04/25/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"To construct a new four story over basement, five unit residential building.",SJIMENEZ,Planning,,,,709 LYON ST 94115,709 LYON ST
"64,715",2014.0645,04/28/2014 12:00:00 AM +0000,Pending,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,4 Unit Condo Conversion (DPW ECP),,Planning,,,,"4378 17TH ST, SAN FRANCISCO, CA 94114",4378 17TH ST
"2,498",2018-014243PRL,10/18/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,Sprint is requesting approval for modification of existing Macro WTS facility to swap antenna,AWOODS,Planning,,,,370 GROVE ST 94102,370 Grove Street - Sprint WTS Facility
"42,880",2015-018560PRJ,12/31/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,LEGALIZE SECOND UNIT AS PER SF ORDINANCE,GPANTOJA,Planning,,,,247 MONTANA ST 94112,247 MONTANA ST
"70,112",2013.0975,07/18/2013 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"The proposed project is the demolition of an existing two-story building and construction of two four-story residential-over-retail buildings containing 110 dwelling units, 5,472 sq.ft. of retail use, and 10,073 sq.ft. of courtyard open space.  The project would construct a 30,000 sf below grade parking garage with 88 off-street parking spaces.",RSUCRE,Planning,,,,"890 TENNESSEE ST, SAN FRANCISCO, CA 94107",888 TENNESSEE ST
"42,937",2015-018474PRJ,12/30/2015 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,BPA to comply with 12728_ENF - 500 sq ft being added to moved door from left to right of house in a historic house built in 1800's,AKIRBY,Planning,,,,982 GREEN ST 94133,982 GREEN ST
330,2018-016468PRJ,12/14/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,legalization sec 207.3,MBOUDREA,Planning,,,,132 APOLLO ST 94124,132 Apollo Street
"32,873",2016-011817PRL,09/13/2016 12:00:00 AM +0000,Open,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,recess existing garage door and add new man door.,SPARKS,Planning,,,,1365 04TH AVE 94122,1365 04TH AVE
497,2018-016634TDT,12/11/2018 12:00:00 AM +0000,Under Review,,,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,,Certificate of Transfer for Transferable Development Rights from a Transfer Lot.,APERRY,Planning,,,,301 VAN NESS AVE 94102,301 VAN NESS AVE
"5,093",2018-011173PRJ,08/14/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"The proposed project is to construct a new 2 unit, 4 story building. The building would be approximately 6,764 gross square feet (gsf), and provide 7 bedrooms. Three vehicle & bicycle parking spaces would be provided.",AKIRBY,Planning,,,,44 COOK ST 94118,44 COOK STREET
"3,435",2018-013079PRJ,09/25/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,COMPLY W/ N.O.V 201882162. REMOVE UN-PERMITED WALL AND LADDER IN GARAGE. LEGALIZE UN-PERMITTED LOFT STORAGE AREA IN GARAGE,GPANTOJA,Planning,,,,2 FOERSTER ST 94112,2 FOERSTER ST
"3,876",2018-012610PIC,09/13/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,,"UDU Screening- UDU determined to exist, may have been removed.",MCHANDLE,Planning,,,,447 EDINBURGH ST 94112,447 Edinburgh Street- Legalization
"1,212",2018-015404PRJ,11/20/2018 12:00:00 AM +0000,Accepted,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"CORRECTION OF N.O.V. #201843331 FOR AN UNAUTHORIZED DWELLING UNIT. ADU PER ORDINANCE# 95-17, CREATE 1 ACCESSORY DWELLING UNIT (ADU) ON 1ST LEVEL WITHIN (E) BUILDING ENVELOPE. Enlargement of two windows at ground floor of front faade.",DWEISSGL,Planning,,,,3015 25TH AVE 94132,3015 25TH AVE
"61,207",2014.1531,10/07/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,Formula Retail CU required to legalized Ace Hardware (relocated from another location).,LAJELLO,Planning,,,,"144 CLEMENT ST, SAN FRANCISCO, CA 94118",144 CLEMENT ST
"17,622",2017-013059PRJ,09/22/2017 12:00:00 AM +0000,Open,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,SFDPW: Renovate the building which houses the Castro-Mission Health Center at 3850 17th Street in the Castro neighborhood. Seismically upgrading the building by adding six new concrete shear walls the exterior of the building. Care will be taken to blend the appearance of the new walls to the existing appearance of the building.,VBYRD,Planning,,,,3850 17TH ST 94114,SFDPW: Castro Mission Health Center Renovation - 3850 17th Street
"2,864",2018-013721PRJ,10/10/2018 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,TO COMPLY WITH NOV 201876641 - LEGALIZE EXISTING ROOF DECK AND ADD ROOF WALKWAY TO PROVIDE SECOND MEANS OF EGRESS,MPUTRA,Planning,,,,2345 FILBERT ST 94123,2345 FILBERT ST
"38,630",2016-005173PRJ,04/20/2016 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,"Legalize a seventh dwelling unit at the basement level of an existing six-family three-story (over basement) residential dwelling, per Section 207.3 (Ord #43-14).",MBOUDREA,Planning,,,,4018 19TH ST 94114,4018-4022 19th St - Unit Legalization
"1,940",2018-014941PRL,11/01/2018 12:00:00 AM +0000,Under Review,,,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,,ATT Mobility is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning,,,,650 04TH ST 94107,650 4th Street - ATT Mobility PROW WTS Facility Installation
"62,600",2014.1177,07/30/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,,4 units condo. conversion,,Planning,,,,"1395 LYON ST, SAN FRANCISCO, CA 94115",1395 LYON ST
